Name,latitude,longitude
Iha,-2.916666667,132.25
Indonesian (Papuan),-2.5,140.6666667
Ijo (Kolokuma),4.916666667,5.666666667
Ik,3.75,34.16666667
Ika,10.66666667,-73.75
Ila,-15.58333333,26.5
Illinois,40,-90
Ilocano,16,121
Imonda,-3.333333333,141.1666667
Inanwatan,-2.083333333,132.0833333
Indonesian,0,106
Ingush,43.16666667,45.08333333
Indonesian (Jakarta),-6.166666667,106.75
Innamincka,-27.75,140.75
Inuktitut (Rankin Inlet),63,-92
Inuktitut (Salluit),62,-76
Iñupiaq,67,-161
Indo-Pakistani Sign Language (Indian dialects),24,80
Indo-Pakistani Sign Language (Karachi dialect),28,68
Inuktitut (Quebec-Labrador),62,-73
Iquito,-3.25,-74
Irish (Donegal),55,-8
Irish,53,-8
Irish (Munster),52.5,-9
Iraqw,-4,35.5
Irarutu,-3,133.5
Irish Sign Language,53.5,-7.5
Iranxe,-13,-58
I'saka,-2.833333333,141.2833333
Isekiri,5.666666667,5.5
Ishkashmi,37,72
Isirawa,-1.833333333,138.5
International Sign,40,-170
Isnag,18.25,121
Isoko,5.5,6.25
Israeli Sign Language,32,34.83333333
Italian,43,12
Italian (Bologna),44.5,11.33333333
Itelmen,57,157.5
Italian (Genoa),44.41666667,8.95
Italian (Napolitanian),40.91666667,14.25
Itonama,-12.83333333,-64.33333333
Italian (Turinese),45,7.666666667
Itawis,17.75,121.5
Itzaj,17,-89.83333333
Ivatan,20.5,122
Ivatan (Southern),20.33333333,121.8333333
Iwaidja,-11.5,132.6666667
Iwam,-4.333333333,142
Ixcatec,17.83333333,-97.16666667
Ixil,15.5,-91
Izhor,59,29
Izi,6.333333333,8
Jabêm,-6.583333333,147.7833333
Jad,30.83333333,79
Jahai,5.75,101.5
Jakaltek,15.66666667,-91.66666667
Jaminjung,-15.08333333,130.5
Jaqaru,-13,-76
Jarawa (in Nigeria),9.5,10.5
Javanese,-7,111
Jabutí,-12.25,-62.25
Jamaican Creole,18.16666667,-77.25
Jebero,-5.416666667,-76.5
Jeh,15.16666667,107.8333333
Jeli,9.5,-5.666666667
Jemez,35.83333333,-107
Jiarong,31.5,102
Jibbali,17.5,55
Jino,22,101
Jivaro,-2.5,-78
Luwo,8,28
Jamamadi,-7.5,-67
Jur Mödö,6,30
Jamsay,14.41666667,-2.5
Jingpho,25.41666667,97
Johari,30.66666667,80
Jomang,10.58333333,30.5
Japanese,37,140
Japreria,10.5,-73
Juruna,-5,-54.5
Jarawa (in Andamans),12,92.58333333
Juat,-31,115.5
Jugli,27.5,96.33333333
Ju|'hoan,-19,21
Jukun,6.916666667,10.41666667
Júma,-7.5,-64
Juang,21.33333333,86
Jurchen,47,130
Karajá,-10,-50.33333333
Jarawara,-7.5,-65.5
Karó (Arára),-10.33333333,-62
Kabardian,43.5,43.5
Kachari,26.5,91
Kadugli,11,29.66666667
Kaki Ae,-8,145.8333333
Kayu Agung,-3.166666667,104.9166667
Kaian,-4.083333333,144.75
Kaure,-3.416666667,140.0833333
Kamano-Kafe,-6.25,145.6666667
Kalami,35.5,72.5
Kambera,-9.833333333,120.1666667
Kana,4.75,7.416666667
Karao,16.5,120.8333333
Kela (Apoze),-7.416666667,147.0833333
Kaurna,-34.25,138.5
Kara (in Central African Republic),10,23
Kashmiri,34,76
Kâte,-6.5,147.75
Kaulong,-6.166666667,149.6666667
Kaiwá,-23,-55
Kayardild,-17.05,139.5
Kazakh,50,70
Kamba,-1.5,38
Kabui,24.83333333,94
Kabyle,36.5,5
Kambot,-4.25,144.1333333
Kayan (Baram),3.5,114.5
Kabatei,36.75,49.41666667
Kanembu,14,15
Karen (Bwe),19.5,97
Kabiyé,9.666666667,1.166666667
Koyra Chiini,17,-3
Konda,19.5,83
Karipuna do Guapore,-10,-65
Kadiwéu,-20,-57
Kadazan,5.916666667,117.1666667
Kanjobal (Eastern),15.33333333,-91.66666667
Kedang,-8.25,123.75
Kefa,7.25,36.25
Kei,-5.833333333,132.9166667
K'ekchí,16,-89.83333333
Kele,-2.083333333,147.0833333
Kemant,12.66666667,37.41666667
Kenga,12,18
Ke'o,-8.833333333,121.25
Kera,9.833333333,15.08333333
Ket,64,87
Kenyah (Uma' Lung),3,115.8333333
Kewa,-6.5,143.8333333
Kriol (Fitzroy Crossing),-18.16666667,125.5833333
Koromfe,14.25,-0.916666667
Kirghiz (Fu-Yu),47.75,124.4166667
Kinga,-9,34
Konyagi,12.5,-13.25
Umbu Ungu,-6,144
Kagoma,9.25,8.166666667
Kagulu,-6.333333333,37
Kangiryuarmiut,68.33333333,-133.75
Kalkatungu,-21,139.5
Kyirong,28.41666667,85.33333333
Kirghiz,42,75
Khalkha,47,105
Kham (Dege),31.83333333,98.58333333
Khaling,27.5,86.66666667
Khinalug,41.16666667,48.08333333
Khakas,53,90
Khalaj,35,50
Khmer,12.5,105
Khün,21,100
Khoekhoe,-25.5,18
Kharia,22.5,84.33333333
Khasi,25.5,92
Khumi,21.91666667,92.41666667
Khvarshi,42.25,46.16666667
Khowar,36,72
Kickapoo,42.25,-84
Kire,-4.25,144.75
Kitja,-17.5,127.75
Kikuyu,-0.75,36.75
Kiluba,-8,26
Kimaghama,-8,138.5
Kinyarwanda,-2,30
Kiowa,37,-99
Kalmyk (Issyk-Kul),42.41666667,78.33333333
Kirma,10.25,-4.833333333
Kisi,8.833333333,-10.16666667
Kitsai,31.83333333,-96.5
Kui (in Indonesia),-8.433333333,124.55
Kiwai,-8,143.5
Koreguaje,1,-75.5
Kurmanji,38,42
Kunjen,-16.5,142.5
Konjo,-5.466666667,120.3333333
Koorete,5.833333333,37.83333333
Konkomba,10,0.083333333
Kata Kolok,-8.25,115.1666667
Konkani,15.25,74
Koranko,9.333333333,-11.25
Karakalpak,43,60
Kuikúro,-12.41666667,-53.08333333
Kirikiri,-3,137.1666667
Kokota,-8,159.1333333
Korku,22.5,78.5
Lusi,-5.583333333,149.6666667
Karankawa,28,-97
Kankanay,16.75,120.5833333
Kokni,20.75,73.5
Klao,4.75,-8.75
Kilba,10.33333333,13.16666667
Kulung,27.5,87
Kalasha,35,72
Kaili,-1.166666667,120
Koh (Lakka),8,15.5
Kaluli,-6.5,142.75
Klamath,42.5,-121.5
Kolana,-8.25,125.1166667
Kalapuya,44.5,-123
Kalam,-5.25,144.5833333
Koluri,37,48
Kalispel,48,-117
Kelabit,3.666666667,115.4166667
Kilivila,-8.5,151.0833333
Kiliwa,31.33333333,-115.6666667
Kala Lagaw Ya,-10.11666667,142.1166667
Kalanga,-20.5,27.5
Kamaiurá,-12.08333333,-52.58333333
Kombai,-5.583333333,140
Kham,28.5,82.75
Kami,-6.75,38
Karimojong,3,34.16666667
Kalmyk,44,83
Kuman,-5.916666667,145
Koiali (Mountain),-9,147.5
Kunimaipa,-8,146.8333333
Kamoro,-4.333333333,136
Kamass,52,92
Kemtuik,-2.666666667,140.3333333
Khmu',21,102
Kamu,-13.58333333,130.8333333
Kamasau,-3.916666667,143.6666667
Karitiâna,-9.5,-64
Kanum (Bädi),-8.833333333,140.75
Kugu Nganhcara,-14.41666667,142
Kannada,14,76
Kaingang,-26,-52
Konni,10.25,-1.583333333
Kanakuru,10,12
Kunama,14.5,37
Kinnauri,31.5,78
Kanoê,-13.25,-61
Kanum (Ngkâlmpw),-8.666666667,140.9166667
Kriol (Ngukurr),-14.83333333,135
Kanuri,12,13
Konua,-5.833333333,154.8333333
Konkow,39.5,-121.5
Kham (Tibetan) (Nangchen),32.5,96.5
Koasati,34.83333333,-85.16666667
Kobon,-5.166666667,144.3333333
Kodava,12.16666667,76.83333333
Koegu,7,36.08333333
Kohumono,6,8.116666667
Koiari,-9.5,147.3333333
Kokborok,24.33333333,92.5
Kolami,20,78.5
Komo,8.75,33.75
Kongo,-5,15
Kola,-5.5,134.5
Komi-Permyak,59.5,54.5
Korean,37.5,128
Kosraean,5.3,163
Kota,11.5,77.16666667
Kom,6.25,10.33333333
Ko (Winye),11.86666667,-2.916666667
Koya,17.5,81.33333333
Kpan,7.583333333,10.16666667
Kpelle,7,-10
Kapampangan,15.33333333,120.5
Kapingamarangi,1.05,154.75
Kposo,7.5,0.833333333
Karen (Pwo),13,99.16666667
Krenak,-15.5,-41
Kara (in Papua New Guinea),-2.833333333,151.1166667
Kiribati,1.333333333,173
Karachay-Balkar,43.5,42
Kurdish (Central),36,44
Kresh,8.5,24.5
Korafe,-9.05,149.0833333
Karanga,-20,31
Krahô,-8,-48
Kipea,-10,-37
Karadjeri,-19,122
Karok,41.66666667,-123
Karelian,64,32
Karaim,54.66666667,24.91666667
Korana,-29.5,20.5
Krongo,10.5,30
Kerek,62.25,175
Kairiru,-3.333333333,143.5833333
Karata,42.58333333,46.33333333
Korowai,-5.25,140
Koryak,61,167
Kryz,41.08333333,48
Keresan (Santa Ana),35.41666667,-106.6666667
Koyraboro Senni,16,0
Karen (Sgaw),18,97
Kashaya,38.66666667,-123.3333333
Ksingmul,21.08333333,104
Kenyan Sign Language,0,38
Kasem,11.25,-1.25
Kasong,12.75,102.1166667
Kosop,9.916666667,15.91666667
Kisar,-8.083333333,127.1166667
Kisi (Southern),8.5,-10.25
Kashubian,54,18
Koita,-9.333333333,147.0833333
Kituba,-5,17.5
Katcha,10.83333333,29.66666667
Kete,-7,22.83333333
Kutchin,67,-146
"Kati (in West Papua, Indonesia)",-5.75,140.9166667
Kotoko,11.33333333,15.33333333
Katla,11.83333333,29.33333333
Ketengban,-4.5,140.5
Kato,39.66666667,-123.6666667
Ketapang,-1.866666667,110
Kott,57,94
Katu,15.83333333,107.5833333
Khanty,65,65
Kati (in Afghanistan),35.5,70
Kualan,-0.416666667,110.4166667
Kunming,25,102.75
Kui (in India),20,83.5
Kukú,5.833333333,31.66666667
Kullo,6.75,37.08333333
Kumauni,30,80
Kuna,8,-77.33333333
Kuot,-3.05,151.5
Kumyk,43,47.33333333
Kurukh,22.83333333,85.5
Kusunda,28,84.66666667
Kutenai,49.5,-116
Kuuku Ya'u,-12.58333333,143.0833333
Kuvi,18.75,82.66666667
Kutai,-0.333333333,116.6666667
Kulamanen,7.75,125
Kwaio,-8.95,161
Kwerba,-2.25,138.5
Kanjobal (Western),15.83333333,-91.83333333
Kwakw'ala,51,-127
Kwami,10.41666667,11
Kwangali,-18,19.5
Kwoma,-4.166666667,142.75
Kwamera,-19.58333333,169.4166667
Kawaiisu,36,-117.5
Kwomtari,-3.5,141.5
Iwoyo,-5.5,12.25
Kwaza,-12.58333333,-60.66666667
Kxoe,-17.5,22.5
Kuku-Yalanji,-16,145
Kenyang,5.666666667,9.5
Kyaka,-5.55,144.0833333
Kayah Li (Eastern),19,97.5
Krymchak,45,34.25
Koyukon,65,-155
Kanyok,-7.333333333,23.58333333
Kayapó,-9,-52
Kyuquot,50.16666667,-127.1666667
Karkar-Yuri,-3.75,141.0833333
Kaytej,-21,134
Kayabí,-11,-55.5
Kam (Zhanglu),26,108.5
Komi-Zyrian,65,55
Laal,10,17.66666667
Labu,-6.75,146.9166667
Lacandón,17,-91.5
Ladakhi,34,78
Lafofa,10.25,31.25
Lagwan,11.5,14.83333333
Lahu,20,98.16666667
Lai,22.66666667,93.66666667
Lak,42.16666667,47.16666667
Lalo,25,100.25
Lamé,9,14.5
Lango,2.166666667,33
Lao,18,103
Laragia,-12.66666667,130.8333333
Latvian,57,24
Lau,-9.583333333,161.5
Lavukaleve,-9.083333333,159.2
Laz,41.5,41.5
Lunda,-10.66666667,24
Lachi,22.66666667,104.8333333
Lesser Antillean French Creole,15,-61.16666667
Luganda,0.5,32.16666667
Ladin,46.58333333,11.91666667
Londo,5,9.166666667
Lendu,2,30.5
Lebeo,1.75,25
Leko,-15,-67.91666667
Lega,-2.833333333,27.16666667
Lele,9.083333333,15.58333333
Lenakel,-19.45,169.25
Lepcha,27.16666667,88.5
Lese,2,29
Leti,-8.2,127.6666667
Lewo,-16.75,168.3333333
Lezgian,41.66666667,47.83333333
Luangiua,-5.333333333,159.4166667
Low German,53,10
Lughat al-Isharat al-Lubnaniya,34,35.83333333
Langi,-4.5,36
Língua Gestual Portuguesa,40,-8
Logoti,3.5,30
Longgu,-9.75,160.6666667
Laha,21.58333333,103.9166667
Lhomi,27.66666667,87.41666667
Hlai (Baoding),19,109.5
Lingua Italiana dei Segni,42,13
Lillooet,50.75,-122
Limbu,27.16666667,87.75
Lingala,2,18.5
Lisu,26,98
Lithuanian,55,24
Liv,56.83333333,24
Lauje,-0.5,120
Lakkia,24.08333333,110.1666667
Lakhota,43.83333333,-101.8333333
Lamu-Lamu,-14.83333333,144.5
Lelemi,7.333333333,0.5
Loma,8,-9.5
Lamba,-13,28
Lamang,11.25,13.58333333
Lamaholot,-8.25,122.9166667
Limilngan,-12.5,131.9166667
Lamani,17,77
Lampung,-5,105
Lamen,-16.58333333,168.1666667
Linda,6.5,20.75
Lengua,-22.5,-59
Linngithig,-12.5,142.83
Ladino,40,33
Lamnso',6.166666667,10.75
Lonwolwol,-16.21666667,168
Lobi,10.5,-3.25
Loko,9.333333333,-12.08333333
Loniu,-2.066666667,147.3333333
Lotha,26.5,94.25
Lou,-2.383333333,147.3166667
Loven,15,106.3333333
Lozi,-17.83333333,26
Lardil,-16.5,139.3333333
Larike,-3.75,127.9166667
Lengua de Señas Argentina,-34,-63
Língua de Sinais Brasileira,-15,-48
Lengua de Señas Española,40,-3
Langue des Signes Française,47,3
Langue des Signes Québecoise,48,-75
Lü,22,100.6666667
Lua,9.75,17.75
Lucazi,-14,20
Lun Dayeh,4,115.9166667
Lugbara,3.083333333,30.91666667
Luiseño,33.33333333,-117.1666667
Lule,-28,-64
Lummi,48.7,-122.6666667
Lungchang,27.5,96.41666667
Luo,-0.5,34.75
Luri,33.5,48.5
Lushootseed,48,-122
Luvale,-12,22
Luxemburgeois,49.83333333,6.166666667
Luyia,0.416666667,34.5
Lyele,12.5,-2.666666667
Ma,3.5,28
Maasai,-3,36
Maba,13.75,20.83333333
Macushi,4,-60
Ma'di,3.25,31.5
Mae,-16,167.25
Magar,28,83
Mari (Hill),57,58
Maithili,26,86
Majang,6.75,35
Makah,48.33333333,-124.6666667
Malagasy,-20,47
Mam,15,-91.83333333
Mano,7,-9
Maori,-40,176
Mapudungun,-38,-72
Maricopa,33.16666667,-113.1666667
Masa,10.5,15.5
Maung,-11.91666667,133.5
Maring,-5.5,144.6666667
Maninka (Western),13,-11
Maxakalí,-18,-40
Maybrat,-1.333333333,132.5
Mazahua,19.41666667,-99.91666667
Mba,1,25
Mbabaram,-17.16666667,145
Mbere,-0.5,14
Mbugu,-4.333333333,38.16666667
Mbili,6.116666667,10.2
Mbole,-0.666666667,24.66666667
Mbum,7.75,13.16666667
Monumbo,-4.25,145
Mbara,11,15.41666667
Mangbetu,2.5,26.5
Manambu,-4.25,142.8333333
Mbay,8.25,17.5
Mbe',6.283333333,11.08333333
Maca,-25,-57.5
Mochica,-7.5,-79.33333333
Macedonian,41.66666667,21.75
Mískito Coast English Creole,16.25,-88.83333333
Michif,52,-100.1666667
Macaguán,6.5,-71.33333333
Machiguenga,-12,-72.66666667
Macuna,-0.333333333,-70.16666667
Mixe (Coatlán),16.91666667,-95.66666667
Mauritian Creole,-20.33333333,57.5
Miwok (Central Sierra),38,-120.3333333
Mocoví,-28,-60.5
Mada (in Cameroon),10.83333333,14.16666667
Mudburra,-17.33333333,132.0833333
Mende,7.833333333,-11.5
Mundang,9.666666667,14.5
Mandinka,13,-15.66666667
Matngele,-13.83333333,130.4166667
Madimadi,-34.5,143.5
Mandan,46.5,-102.5
Mbodomo,4.5,15.5
Madurese,-7,113.5
Manadonese,1.5,124.8333333
Mündü,4.5,30
Mbosi,-1.25,15.5
Mada (in Nigeria),8.75,8.25
Meyah,-1.166666667,133.5
Melayu Betawi,-6.5,107
Me'en,5,37
Mehri,17,51.5
Meithei,24.75,94
Mekens,-12.5,-61.5
Melanau,2.5,111.5
Manem,-3,140.8333333
Menomini,45.5,-88.33333333
Meryam Mir,-9.916666667,144.0833333
Menya,-7.25,146
Mondunga,2.25,21.5
Mongondow,0.666666667,124
Mnong (Eastern),12.66666667,108.5
Mangghuer,36,102
Magahi,23.5,85.5
Magi,-10.33333333,149.3333333
Mungaka,5.916666667,10
Mingrelian,42.5,42
Magindanao,6.833333333,124.5
Mongo,0,21
Mango,8.75,17
Musgu,10.83333333,14.91666667
Mahican,42.66666667,-73.5
Marathi,19,76
Mehek,-3.75,142.5
Miri (Hill):,27.91666667,93.83333333
Mah Meri,2.833333333,101.5
Mbalanhu,-17.5,15
Micmac,45,-63
Midob,15.08333333,26.25
Mien,25,111
Migama,12.16666667,19.83333333
Miisiirii,13.5,22
Miju,29,96
Mikir,26.33333333,93.5
Milang,28.5,95.25
Minangkabau,-1,101
Miriwung,-15.66666667,129
Miskito,14,-83.66666667
Mituku,-1.666666667,25.5
Miya,10.91666667,9.666666667
Mizo,23.16666667,92.83333333
Mixtec (Jamiltepec),16.25,-97.83333333
Mixtec (San Juan Colorado),16.5,-98
Manjaku,12,-16.25
Mauka,8.333333333,-7.5
Miwok (Bodega),38.33333333,-123
Makonde,-11,40
Mekeo,-8.333333333,146.5
Mandinka (Gambian),13.41666667,-16
Mongol (Khamnigan),49,117
Mikasuki,32,-85
Makasae,-8.666666667,126.5
Maklew,-7.666666667,139.4166667
Mankanya,12.08333333,-15.91666667
Mokilko,11.91666667,18.08333333
Mankon,6,10.16666667
Mikarew,-4.416666667,144.9166667
Makassar,-5.416666667,119.5833333
Maranungku,-13.66666667,130
Máku,0.416666667,-69.83333333
Makaa,3.416666667,12.25
Mambila,6.75,11.5
Malacca Creole,2.2,102.25
Maale,6,36.91666667
Malgwa,11.5,13.75
Mali,-4.833333333,152.25
Malakmalak,-13.41666667,130.4166667
Molala,44.5,-122.5
Mlabri (Minor),18.5,101
Maltese,35.91666667,14.41666667
Maleu,-5.716666667,148.4166667
Malay,3,102
Mandaic (Modern),31,48.5
Mangap-Mbula,-5.666666667,148.0833333
Mari (Meadow),57,48
Mambai,9.666666667,14
Mamanwa,9.416666667,125.5
Mordvin (Moksha),54,44
Mampruli,10.33333333,-0.666666667
Mamasa,-3.083333333,119.6666667
Malay (Ulu Muar),2.666666667,102.5
Mamvu,3.25,29
Mambwe,-9.083333333,31.16666667
Mam (Southern),14.83333333,-91.66666667
Muna,-5,122.5
Manchu,49.5,127.5
Mandarin,34,110
Maidu (Northeast),40,-120.6666667
Manggarai,-8.5,120.3333333
Moni,-3.666666667,137
Mantjiltjara,-22.66666667,125.0833333
Maninka,10.5,-9.5
Manam,-4,145
Mono (in United States),38,-119
Mandar,-3.416666667,119.0833333
Mansi,62,62
Mentawai,-1.5,99
Mun,19,110
Minaveha,-9.6,150.4666667
Manx,54.16666667,-4.5
Margany,-27,144.5
Munzombo,3,18.41666667
Mono-Alu,-7.05,155.75
Moca,7.583333333,35.5
Mordvin (Erzya),53,45.5
Mofu-Gudur,10.5,14
Moghol,35,62
Mohawk,43.5,-74.25
Mojave,34.66666667,-114.5833333
Mokilese,6.666666667,159.75
Moldavian,47,29
Mombum,-8.25,138.75
Mon,14.83333333,100.5
Mooré,12.83333333,-1.25
Mopan,16.58333333,-88.66666667
Mor,-2.95,135.75
Mosetén,-14.75,-67.83333333
Motuna,-6.616666667,155.4166667
Moru,4.75,29.75
Movima,-13.83333333,-65.66666667
Murrinh-Patha,-14.66666667,129.6666667
Mpongwe,-1.25,9.5
Maipure,5.5,-67.5
Mian,-4.75,141.5
Mpur,-0.75,133.25
Mapoyo,6,-67
Martinique Creole,14.66666667,-61
Momuna,-4.833333333,139.25
Mara,-15,135.1666667
Marchha,30.25,79.58333333
Marind,-7.833333333,140.1666667
Margi,11,13
Marrithiyel,-13.83333333,130
Moraori,-8.583333333,140.6666667
Mirniny,-31,129
Murik,-3.833333333,144.25
Murle,6.5,33.5
Maranao,7.833333333,124.25
Moro,11,30.16666667
Marquesan,-8.916666667,-140.0833333
Maringarr,-14.25,130
Mairasi,-3.5,134
Martuthunira,-20.83333333,116.5
Maru,23.5,98.5
Muruwari,-28.75,147
Muisca,5,-74
Munsee,41.5,-74.66666667
Mising,28.5,94.83333333
Marshallese,7.116666667,171.05
Masakin,10.66666667,30
Masalit,13.33333333,22
Musom,-6.583333333,147
Maisin,-9.5,149.1666667
Musqueam,49.16666667,-123
Miwok (Southern Sierra),37.5,-120
Magar (Syangja),28.08333333,83.83333333
Mentuh Tapuh,1.25,111
Matuumbi,-8.5,39
Montagnais,52,-65
Mixe (Tlahuitoltepec),17.08333333,-96.16666667
Barí,9,-73
Matukar,-4.916666667,145.75
Mattole,40.16666667,-124.1666667
Malto,25,87.33333333
Mixe (Totontepec),17.25,-96
Matis,-4.416666667,-70.25
Massachusett,42.5,-71
Motu,-9.333333333,147
Makua,-15,38.66666667
Mundani,5.666666667,9.916666667
Mugil,-4.883333333,145.75
Muher,8.166666667,38.16666667
Muinane,-1,-72.5
Mulao,25,108
Mumuye,9,11.66666667
Mundari,23,84.66666667
Muong,20.5,105.0833333
Mupun,9.5,8.833333333
Mursi,5.583333333,36.08333333
Mussau,-1.45,149.6166667
Mutsun,36.83333333,-121.5
Mundurukú,-7,-58
Muyuw,-9.083333333,152.75
Martu Wangka,-21.5,126
Manobo (Western Bukidnon),7.666666667,124.75
Mawchi,21.33333333,73.66666667
Mwera,-9,39
Miwok (Lake),38.91666667,-122.6666667
Miwok (Northern Sierra),38.33333333,-120.6666667
Mwotlap,-13.58333333,167.5833333
Miwok (Plains),38,-121
Mixtec (Atatlahuca),17,-97.75
Mixtec (Chalcatongo),17.05,-97.58333333
Ifira-Mele,-17.75,168.25
Mixtec (San Miguel el Grande),17.05,-97.56666667
Mixtec (Jicaltepec),16.33333333,-98
Mixtec (Alacatlatzala),17.25,-98.58333333
Mixtec (Molinos),17,-97.58333333
Mixtec (Ocotepec),17.16666667,-97.75
Mixtec (Peñoles),17.08333333,-96.91666667
Mixtec (Silacayoapan),17.5,-98.16666667
Mixtec (Ayutla),16.91666667,-99.16666667
Mixtec (Chayuco),16.41666667,-97.83333333
Mixe (Ayutla),17.08333333,-96.08333333
Mixtec (Yosondúa),16.91666667,-97.58333333
Mixtec (Coatzospan),18.08333333,-96.58333333
Ma'ya,-1.25,130.9166667
Mayogo,3,29
Mangarrayi,-14.66666667,133.5
Malay (Kuala Lumpur),3.166666667,101.7
Malayalam,10,76.5
Ma'anyan,-2,115
Mayo,26,-108
Matsés,-5.416666667,-73.25
Mayi-Yapi,-20,141
Mazatec (Chiquihuitlán),17.75,-96.91666667
Mazatec (Huautla),18.25,-96.83333333
Mazanderani,36.5,52
Neo-Aramaic (Amadiya),37,43
Nabak,-6.416666667,147
Nadëb,-1,-66.5
Nafaanra,8,-2.583333333
Nagatman,-3.75,141.5
Nahali,19.75,77.83333333
Nanai,49.5,137
Neo-Aramaic (Arbel Jewish),31.75,35
Nakanai,-5.583333333,150.5833333
Nalik,-2.95,151.3333333
Namia,-3.833333333,141.75
Nandi,0.25,35
Neo-Aramaic (Persian Azerbaijan),38,47
Nara (in Ethiopia),15.08333333,37.58333333
Nasioi,-6.333333333,155.5833333
Natchez,31.75,-91.33333333
Nauruan,-0.5,166.9166667
Navajo,36.16666667,-108
Naxi,27.5,100
Nambas (Big),-16.08333333,167.2
Nubian (Dongolese),18.25,30.75
Ngombe,3,23
Ghulfan,12,31
Natügu,-10.78333333,165.8666667
Ngbaka (Ma'bo),3.56,18.36
Nyambo,-1,31.33333333
Ngäbere,8.666666667,-82
Nicobarese (Car),9,93
Ncàm,9.333333333,0.666666667
Ndebele (in South Africa),-25.33333333,29
Nande,-0.083333333,29.16666667
Ndogo,7.75,27
Ngbandi,3.75,22
Ndjébbana,-12.16666667,134.1166667
Ndonga,-18,17
Nadroga,-18.08333333,177.4166667
Ndut,14.91666667,-16.91666667
Ndumu,-1.666666667,13.58333333
Ndyuka,4.5,-54.5
Nederlandse Gebarentaal,52.25,5.5
Negidal,53,139
Nehan,-4.5,154.2
Nelemwa,-20.25,164.0833333
Nenets,69,72
Nepali,28,85
Nevome,31,-112.5
Newari (Kathmandu),27.66666667,85.5
Neyo,5,-6
Nez Perce,46,-116
Nganasan,71,93
Ngbaka (Minagende),3.5,20
Ngad'a,-8.833333333,121
Ngemba,6.2,10
Ngan'gityemerri,-14.25,130.4166667
Ngiyambaa,-31.75,145.5
Ngadjumaja,-32.33333333,123.8333333
Ngankikurungkurr,-14,130.5
Ngalakan,-14.25,134
Ngambay,8.666666667,16
Ngandi,-13.83333333,135
Ngoni,-11,36
Ngarinyeri,-36,140
Naga (Tangkhul),25,94.5
Nguna,-16.91666667,168.5
Ngawun,-19,141.5
Ngarinyman,-16.5,130.5
Ngizim,12.08333333,10.91666667
Nhanda,-27,114.1666667
Nahuatl (Central),19,-98.25
Nahuatl (Huasteca),22,-99
Nahuatl (Michoacán),18.5,-103
Nahuatl (North Puebla),20,-98.25
Nahuatl (Pochutla),15.75,-96.5
Nahuatl (Tetelcingo),19.66666667,-99
Nahuatl (Huauchinango),20.16666667,-98.08333333
Nahuatl (Xalitla),18,-99.5
Nias,1,97.75
Nicobarese,7,93.83333333
Niuafo'ou,-15.56666667,-175.6166667
Nihon Shuwa (Japanese Sign Language),36,139
Nimboran,-2.5,140.1666667
Ningil,-3.5,142.25
Nyishi,27.5,93.5
Nitinaht,48.66666667,-124.75
Niuean,-19.05,-170.1166667
Nivkh,53.33333333,142
Nyungar,-33.75,122
Ngalkbun,-13.5,134.8333333
Nkem,6.583333333,8.583333333
Nakkara,-12.11666667,134.4166667
Nkonya,7.166666667,0.25
Nkore-Kiga,-0.916666667,29.83333333
Nukuoro,3.833333333,154.9166667
Nyah Kur (Tha Pong),15.66666667,101.6666667
Nubian (Kunuz),23,33
Ngarla,-20,119
Ngarluma,-20.83333333,117.5
Nyamal,-21,119
Naga (Mao),25.5,94.33333333
Nambikuára (Southern),-14,-59.5
Nomad,-6.166666667,142.25
Nahuatl (Mecayapan Isthmus),18.25,-94.83333333
Manange,28.58333333,84
Nahuatl (Milpa Alta),19.25,-99.16666667
Nancowry,8.05,93.5
Nend,-5,144.9166667
Nengone,-21.5,168
Nyanga,-1.25,28.16666667
Nankina,-5.783333333,146.45
Nanumea,-5.666666667,176.1166667
Nuni (Northern),12.16666667,-3
Nanticoke,38,-76.25
Nobiin,21,31
Nocte,27,95.5
Noghay,44,46
Noghay (Karagash),47.5,47.25
Nomatsiguenga,-11.66666667,-74.5
Noni,6.416666667,10.58333333
Noon,14.83333333,-16.83333333
Norwegian,61,8
Nahuatl (Pajapan),18.25,-94.75
Nar-Phu,28.66666667,84.25
Nigerian Pidgin,6.5,3.333333333
Naga Pidgin,25.66666667,94
Napu,-1.333333333,120.4166667
Nanerge,11.75,-5
Narom,4.416666667,114
Nharo,-22.33333333,20.5
Nsenga,-14.5,30.83333333
Nisgha,55,-130
Naskapi,56,-70
Nisenan,39,-121
Neo-Aramaic (Assyrian),36,41
Nahuatl (Sierra de Zacapoaxtla),19.58333333,-97.33333333
Norsk Tegnspråk,61,9
Ngiti,1.333333333,30.25
Ngaanyatjarra,-26,126.5
Nateni,10.5,1.166666667
Ntomba,-2,18.33333333
Nenets (Tundra),70,76
Nuaulu,-3.25,129.1666667
Nubi,0.666666667,32.08333333
Nuer,8.333333333,32
Nunggubuyu,-13.75,135.6666667
Nukak,2.5,-71.5
Nung (in Vietnam),21.91666667,106.4166667
Nupe,9.166666667,5.416666667
Nusu,26.75,99
Nuuchahnulth,49.66666667,-126.6666667
Nivkh (South Sakhalin),47,142.5
Newar (Dolakha),27.33333333,86
Nyawaygi,-19,146.1666667
Nyangi,3.416666667,33.58333333
Nyiha,-10,33
Nyimang,12.16666667,29.33333333
Nyamkad,32,78.5
